-10.000000,-0.502500,-0.002500
-5.000000,-0.502500,-0.002500
-0.150000,-0.502500,-0.002500
-10.000000,-0.452500,-0.002500
-5.000000,-0.452500,-0.002500
-0.150000,-0.452500,-0.002500
-10.000000,-0.402500,-0.002500
-5.000000,-0.402500,-0.002500
-0.150000,-0.402500,-0.002500
-10.000000,-0.352500,-0.002500
-5.000000,-0.352500,-0.002500
-0.150000,-0.352500,-0.002500
-10.000000,-0.302500,-0.002500
-5.000000,-0.302500,-0.002500
-0.150000,-0.302500,-0.002500
-10.000000,-0.252500,-0.002500
-5.000000,-0.252500,-0.002500
-0.150000,-0.252500,-0.002500
-10.000000,-0.202500,-0.002500
-5.000000,-0.202500,-0.002500
-0.150000,-0.202500,-0.002500
-10.000000,-0.152500,-0.002500
-5.000000,-0.152500,-0.002500
-0.150000,-0.152500,-0.002500
-10.000000,-0.102500,-0.002500
-5.000000,-0.102500,-0.002500
-0.150000,-0.102500,-0.002500
-10.000000,-0.052500,-0.002500
-5.000000,-0.052500,-0.002500
-0.150000,-0.052500,-0.002500
-10.000000,-0.002500,-0.002500
-5.000000,-0.002500,-0.002500
-0.150000,-0.002500,-0.002500
-10.000000,0.047500,-0.002500
-5.000000,0.047500,-0.002500
-0.150000,0.047500,-0.002500
-10.000000,0.097500,-0.002500
-5.000000,0.097500,-0.002500
-0.150000,0.097500,-0.002500
-10.000000,0.147500,-0.002500
-5.000000,0.147500,-0.002500
-0.150000,0.147500,-0.002500
-10.000000,0.197500,-0.002500
-5.000000,0.197500,-0.002500
-0.150000,0.197500,-0.002500
-10.000000,0.247500,-0.002500
-5.000000,0.247500,-0.002500
-0.150000,0.247500,-0.002500
-10.000000,0.297500,-0.002500
-5.000000,0.297500,-0.002500
-0.150000,0.297500,-0.002500
-10.000000,0.347500,-0.002500
-5.000000,0.347500,-0.002500
-0.150000,0.347500,-0.002500
-10.000000,0.397500,-0.002500
-5.000000,0.397500,-0.002500
-0.150000,0.397500,-0.002500
-10.000000,0.447500,-0.002500
-5.000000,0.447500,-0.002500
-0.150000,0.447500,-0.002500
-10.000000,0.497500,-0.002500
-5.000000,0.497500,-0.002500
-0.150000,0.497500,-0.002500
-10.000000,-0.502500,0.047500
-5.000000,-0.502500,0.047500
-0.150000,-0.502500,0.047500
-10.000000,-0.452500,0.047500
-5.000000,-0.452500,0.047500
-0.150000,-0.452500,0.047500
-10.000000,-0.402500,0.047500
-5.000000,-0.402500,0.047500
-0.150000,-0.402500,0.047500
-10.000000,-0.352500,0.047500
-5.000000,-0.352500,0.047500
-0.150000,-0.352500,0.047500
-10.000000,-0.302500,0.047500
-5.000000,-0.302500,0.047500
-0.150000,-0.302500,0.047500
-10.000000,-0.252500,0.047500
-5.000000,-0.252500,0.047500
-0.150000,-0.252500,0.047500
-10.000000,-0.202500,0.047500
-5.000000,-0.202500,0.047500
-0.150000,-0.202500,0.047500
-10.000000,-0.152500,0.047500
-5.000000,-0.152500,0.047500
-0.150000,-0.152500,0.047500
-10.000000,-0.102500,0.047500
-5.000000,-0.102500,0.047500
-0.150000,-0.102500,0.047500
-10.000000,-0.052500,0.047500
-5.000000,-0.052500,0.047500
-0.150000,-0.052500,0.047500
-10.000000,-0.002500,0.047500
-5.000000,-0.002500,0.047500
-0.150000,-0.002500,0.047500
-10.000000,0.047500,0.047500
-5.000000,0.047500,0.047500
-0.150000,0.047500,0.047500
-10.000000,0.097500,0.047500
-5.000000,0.097500,0.047500
-0.150000,0.097500,0.047500
-10.000000,0.147500,0.047500
-5.000000,0.147500,0.047500
-0.150000,0.147500,0.047500
-10.000000,0.197500,0.047500
-5.000000,0.197500,0.047500
-0.150000,0.197500,0.047500
-10.000000,0.247500,0.047500
