312.545,312.435,312.43,312.49,312.74,312.71,312.41499999999996,312.47,312.66999999999996,312.69,312.46000000000004,312.445,312.47,312.36,312.4,312.655,
312.725,312.56,312.44,312.4,312.55499999999995,312.79999999999995,312.575,312.42,312.515,312.73,312.62,312.435,312.48,312.47,312.38,312.49,
312.69,312.745,312.605,312.41499999999996,312.42999999999995,312.67499999999995,312.775,312.485,312.45,312.62,312.745,312.54499999999996,312.45000000000005,312.515,312.47,312.415,
312.58500000000004,312.69,312.78,312.63,312.455,312.53499999999997,312.77,312.7,312.475,312.505,312.66499999999996,312.72,312.51,312.475,312.53499999999997,312.485,
312.625,312.53,312.67,312.8,312.65999999999997,312.5,312.61,312.79499999999996,312.64,312.46,312.53,312.72,312.70000000000005,312.485,312.495,312.555,
312.78,312.475,312.495,312.69,312.84000000000003,312.615,312.49,312.65,312.79499999999996,312.575,312.49,312.6,312.755,311.22,310.84000000000003,312.47,
312.89,312.595,312.41999999999996,312.52,312.755,312.81,312.51,312.5,312.72,312.78499999999997,312.55,312.53999999999996,312.655,309.785,309.35,312.4,
312.745,312.815,312.46,312.455,312.585,312.83,312.69,312.46500000000003,312.58500000000004,312.825,310.24,309.835,309.845,308.35,308.38,311.065,
312.44,312.90999999999997,312.67499999999995,312.45,312.515,312.67499999999995,312.845,312.635,312.51,312.705,307.78,307.255,306.90999999999997,306.905,307.135,309.515,
312.295,312.78999999999996,312.88,312.54499999999996,312.475,312.54999999999995,312.75,312.83500000000004,312.555,312.6,310.1,310.0,309.55,308.14,308.345,308.195,
311.23,312.565,312.885,312.77,312.495,312.51,312.58,312.84000000000003,312.755,312.53,312.525,312.64,312.615,310.945,310.99,309.705,
310.095,312.44,312.73,312.91499999999996,312.69,312.51,312.53999999999996,312.72,312.90999999999997,312.65,312.49,312.6,312.82500000000005,312.63,312.41499999999996,312.41999999999996,
311.155,312.49,312.59000000000003,312.82500000000005,312.91999999999996,312.63,312.53999999999996,312.625,312.855,312.895,312.595,312.57,312.75,312.875,312.705,312.53,
312.45500000000004,312.545,312.56,312.65,312.935,312.875,312.585,312.605,312.7,312.90999999999997,312.88,312.645,312.685,312.78999999999996,312.865,312.70500000000004,
312.7,312.565,312.565,312.55499999999995,312.745,313.005,312.765,312.58000000000004,312.63,312.75,312.955,312.83500000000004,312.65,312.695,312.80499999999995,312.88,
312.78,312.59,312.56,312.53,312.62,313.01,312.89,312.56,312.63,312.67,312.9,312.97,312.64,312.68,312.71,312.91,
