-46.0,-140.0,1.0
-46.0,-140.0,2.0
-46.0,-140.0,3.0
-46.0,-140.0,4.0
-46.0,-140.0,5.0
-46.0,-140.0,6.0
-46.0,-140.0,7.0
-46.0,-140.0,8.0
-46.0,-140.0,9.0
-46.0,-140.0,10.0
-46.0,-140.0,11.0
-46.0,-140.0,12.0
-46.0,-140.0,13.0
-46.0,-140.0,14.0
-46.0,-140.0,15.0
-46.0,-140.0,16.0
-46.0,-140.0,17.0
-46.0,-140.0,18.0
-46.0,-140.0,19.0
-46.0,-140.0,20.0
-46.0,-140.0,21.0
-46.0,-140.0,22.0
-46.0,-140.0,23.0
-46.0,-140.0,24.0
-46.0,-140.0,25.0
-46.0,-140.0,26.0
-46.0,-140.0,27.0
-46.0,-140.0,28.0
-46.0,-140.0,29.0
-46.0,-140.0,30.0
-46.0,-140.0,31.0
-46.0,-140.0,32.0
-46.0,-140.0,33.0
-46.0,-140.0,34.0
-46.0,-140.0,35.0
-46.0,-140.0,36.0
-46.0,-140.0,37.0
-46.0,-140.0,38.0
-46.0,-140.0,39.0
-46.0,-140.0,40.0
-46.0,-140.0,41.0
-46.0,-140.0,42.0
-46.0,-140.0,43.0
-46.0,-140.0,44.0
-46.0,-140.0,45.0
-46.0,-140.0,46.0
-46.0,-140.0,47.0
-46.0,-140.0,48.0
-46.0,-140.0,49.0
-46.0,-140.0,50.0
-46.0,-140.0,51.0
-46.0,-140.0,52.0
-46.0,-140.0,53.0
-46.0,-140.0,54.0
-46.0,-140.0,55.0
-46.0,-140.0,56.0
-46.0,-140.0,57.0
-46.0,-140.0,58.0
-46.0,-140.0,59.0
-46.0,-140.0,60.0
-46.0,-140.0,61.0
-46.0,-140.0,62.0
-46.0,-140.0,63.0
-46.0,-140.0,64.0
-46.0,-140.0,65.0
-46.0,-140.0,66.0
-46.0,-140.0,67.0
-46.0,-140.0,68.0
-46.0,-140.0,69.0
