-1010.0 -1750.0 30.0 1.47 9.18 0.79 0.23800000000000002 0.37 0.0
-1010.0 -1750.0 40.0 0.58 7.8 0.38 0.242 0.431 0.0
-1010.0 -1750.0 50.0 0.91 7.36 0.24 0.131 0.316 0.163
-1010.0 -1750.0 60.0 1.04 7.03 0.06 0.17300000000000001 0.196 0.21600000000000003
-1010.0 -1750.0 70.0 1.14 7.04 -0.07 0.142 0.17600000000000002 0.17800000000000002
-1010.0 -1750.0 80.0 1.32 7.05 -0.1 0.14400000000000002 0.17800000000000002 0.18
-1010.0 -1750.0 90.0 1.35 7.07 -0.11 0.16699999999999998 0.16699999999999998 0.209
-1010.0 -1750.0 100.0 1.29 7.09 -0.12 0.243 0.257 0.124
-1010.0 -1750.0 110.0 1.14 7.13 -0.12 0.13 0.193 0.162
-1010.0 -1750.0 120.0 0.99 7.2 -0.11 0.161 0.307 0.165
-1010.0 -1750.0 130.0 0.84 7.29 -0.15 0.18600000000000003 0.22699999999999998 0.162
-1010.0 -1750.0 140.0 0.74 7.26 -0.3 0.17800000000000002 0.13699999999999998 0.171
-1010.0 -1750.0 150.0 0.59 7.11 -0.49 0.141 0.141 0.177
-1010.0 -1750.0 160.0 0.59 7.06 -0.66 0.166 0.166 0.20800000000000002
-1010.0 -1750.0 170.0 0.5 7.43 -0.67 0.16699999999999998 0.16699999999999998 0.209
-1010.0 -1750.0 180.0 0.78 7.74 -0.6 0.14400000000000002 0.145 0.18
-1010.0 -1750.0 190.0 0.98 8.13 -0.71 0.223 0.46799999999999997 0.034
-1010.0 -1750.0 200.0 1.28 7.98 -0.79 0.217 0.47 0.036000000000000004
-1010.0 -1750.0 210.0 1.7 8.29 -0.88 0.036000000000000004 0.546 0.03
-1010.0 -1750.0 220.0 2.21 7.67 -0.87 0.027999999999999997 0.534 0.035
-1010.0 -1750.0 230.0 2.74 7.38 -0.98 0.121 0.473 0.037000000000000005
-1010.0 -1750.0 240.0 3.24 7.36 -0.99 0.032 0.47200000000000003 0.04
-1010.0 -1750.0 250.0 3.63 7.36 -0.88 0.039 0.428 0.049
-1010.0 -1750.0 260.0 3.71 7.35 -0.72 0.18100000000000002 0.18100000000000002 0.226
-1010.0 -1750.0 270.0 3.63 7.33 -0.51 0.138 0.138 0.17300000000000001
-1010.0 -1750.0 280.0 3.55 7.32 -0.25 0.138 0.138 0.17300000000000001
-1010.0 -1750.0 290.0 3.58 7.35 0.09 0.13 0.13 0.163
-1010.0 -1750.0 300.0 3.79 7.44 0.51 0.16699999999999998 0.39 0.16
-1010.0 -1750.0 310.0 4.18 7.63 1.05 0.261 0.12 0.11199999999999999
-1010.0 -1750.0 320.0 4.63 7.87 1.58 0.1 0.1 0.124
-1010.0 -1750.0 330.0 5.14 8.19 2.0 0.1 0.1 0.124
-1010.0 -1750.0 340.0 5.6 8.47 2.17 0.13699999999999998 0.13699999999999998 0.171
-1010.0 -1750.0 350.0 5.58 8.36 2.04 0.046 0.231 0.02
-1010.0 -1750.0 360.0 5.37 7.68 1.7 0.061 0.308 0.076
-1010.0 -1750.0 370.0 5.47 7.42 1.4 0.255 0.25 0.11900000000000001
-1010.0 -1750.0 380.0 5.64 7.3 1.29 0.255 0.251 0.11900000000000001
-1010.0 -1750.0 390.0 5.89 7.21 1.29 0.262 0.092 0.115
-1010.0 -1750.0 400.0 6.2 7.16 1.35 0.256 0.095 0.11900000000000001
-1010.0 -1750.0 410.0 6.59 7.09 1.44 0.264 0.09300000000000001 0.11699999999999999
-1010.0 -1750.0 450.0 9.72 5.46 1.33 0.043 0.233 0.053
-1010.0 -1750.0 470.0 10.72 6.45 1.01 0.043 0.094 0.053
-1010.0 -1750.0 480.0 11.69 6.62 0.95 0.038 0.038 0.047
-1010.0 -1750.0 490.0 10.63 6.74 0.89 0.174 0.174 0.218
