-1010.0 -1750.0 30.0 0.14 0.8 0.2 0.265 0.265 0.331
-1010.0 -1750.0 40.0 0.21 3.41 -0.19 0.20600000000000002 0.20600000000000002 0.258
-1010.0 -1750.0 50.0 -0.06 4.26 -0.03 0.207 0.207 0.258
-1010.0 -1750.0 60.0 0.11 4.64 0.15 0.166 0.166 0.20800000000000002
-1010.0 -1750.0 70.0 0.12 5.17 0.26 0.171 0.171 0.213
-1010.0 -1750.0 80.0 0.09 5.94 0.17 0.20600000000000002 0.20600000000000002 0.258
-1010.0 -1750.0 90.0 0.0 5.93 0.05 0.21 0.21 0.263
-1010.0 -1750.0 100.0 -0.13 5.93 -0.11 0.21 0.21 0.262
-1010.0 -1750.0 110.0 0.05 5.99 -0.31 0.177 0.177 0.221
-1010.0 -1750.0 120.0 -0.03 6.15 -0.5 0.17 0.17 0.212
-1010.0 -1750.0 130.0 0.29 6.51 -0.54 0.139 0.14 0.17300000000000001
-1010.0 -1750.0 140.0 0.71 6.93 -0.56 0.17300000000000001 0.195 0.21600000000000003
-1010.0 -1750.0 150.0 0.72 7.12 -0.48 0.17 0.20800000000000002 0.212
-1010.0 -1750.0 160.0 0.53 7.07 -0.39 0.18 0.18 0.22399999999999998
-1010.0 -1750.0 170.0 0.31 7.05 -0.32 0.171 0.21899999999999997 0.214
-1010.0 -1750.0 180.0 0.2 7.02 -0.26 0.184 0.32799999999999996 0.23
-1010.0 -1750.0 190.0 0.23 6.98 -0.56 0.141 0.318 0.17600000000000002
-1010.0 -1750.0 200.0 0.35 6.9 -0.43 0.16699999999999998 0.23199999999999998 0.209
-1010.0 -1750.0 210.0 0.57 6.82 -0.19 0.16899999999999998 0.299 0.17600000000000002
-1010.0 -1750.0 220.0 0.92 6.74 -0.17 0.17800000000000002 0.17800000000000002 0.223
-1010.0 -1750.0 230.0 1.29 6.72 -0.16 0.17300000000000001 0.17300000000000001 0.21600000000000003
-1010.0 -1750.0 240.0 1.22 6.83 -0.14 0.183 0.183 0.228
-1010.0 -1750.0 250.0 1.15 7.14 -0.11 0.187 0.318 0.233
-1010.0 -1750.0 260.0 1.06 7.24 -0.04 0.138 0.44299999999999995 0.17300000000000001
-1010.0 -1750.0 270.0 0.97 6.56 -0.1 0.092 0.379 0.115
-1010.0 -1750.0 280.0 0.91 6.01 0.05 0.134 0.318 0.168
-1010.0 -1750.0 290.0 0.89 5.86 0.14 0.168 0.24100000000000002 0.21
-1010.0 -1750.0 300.0 0.99 6.1 0.16 0.168 0.168 0.21
-1010.0 -1750.0 310.0 1.15 6.58 0.17 0.183 0.183 0.228
-1010.0 -1750.0 320.0 1.39 6.45 0.17 0.20600000000000002 0.20600000000000002 0.257
-1010.0 -1750.0 330.0 1.8 6.32 0.19 0.209 0.209 0.261
-1010.0 -1750.0 340.0 2.22 6.21 0.23 0.275 0.094 0.11699999999999999
-1010.0 -1750.0 350.0 2.53 6.13 0.31 0.20800000000000002 0.20800000000000002 0.26
-1010.0 -1750.0 360.0 2.86 6.07 0.5 0.152 0.152 0.19
-1010.0 -1750.0 370.0 3.0 5.93 0.74 0.312 0.14800000000000002 0.185
-1010.0 -1750.0 380.0 2.65 5.91 0.92 0.249 0.17 0.213
-1010.0 -1750.0 390.0 2.43 5.85 0.97 0.249 0.299 0.213
-1010.0 -1750.0 420.0 6.83 5.92 1.29 0.225 0.179 0.16
-1010.0 -1750.0 430.0 6.32 5.98 1.37 0.298 0.131 0.11800000000000001
-1010.0 -1750.0 440.0 5.67 6.05 1.4 0.223 0.129 0.161
-1010.0 -1750.0 450.0 3.95 6.12 1.28 0.29600000000000004 0.095 0.11900000000000001
