-1010.0 -1750.0 40.0 -1.97 5.74 0.32 0.14800000000000002 0.35200000000000004 0.0
-1010.0 -1750.0 50.0 -2.27 6.98 0.18 0.06 0.33899999999999997 0.0
-1010.0 -1750.0 60.0 -2.1 6.38 0.08 0.127 0.349 0.016
-1010.0 -1750.0 70.0 -2.07 5.94 -0.08 0.028999999999999998 0.331 0.027000000000000003
-1010.0 -1750.0 80.0 -2.14 5.81 -0.25 0.145 0.253 0.009000000000000001
-1010.0 -1750.0 90.0 -2.26 5.75 -0.38 0.257 0.249 0.009000000000000001
-1010.0 -1750.0 100.0 -2.39 5.74 -0.33 0.233 0.32899999999999996 0.038
-1010.0 -1750.0 110.0 -2.53 5.8 -0.19 0.052000000000000005 0.247 0.036000000000000004
-1010.0 -1750.0 120.0 -2.66 5.91 -0.04 0.061 0.21100000000000002 0.076
-1010.0 -1750.0 130.0 -2.78 6.06 -0.02 0.057 0.331 0.036000000000000004
-1010.0 -1750.0 140.0 -2.89 6.19 -0.16 0.27399999999999997 0.032 0.04
-1010.0 -1750.0 150.0 -2.98 6.18 -0.04 0.141 0.23800000000000002 0.0
-1010.0 -1750.0 160.0 -2.71 6.26 0.01 0.23600000000000002 0.237 0.0
-1010.0 -1750.0 170.0 -2.4 6.38 0.08 0.237 0.33299999999999996 0.02
-1010.0 -1750.0 180.0 -2.13 6.52 0.14 0.326 0.225 0.034
-1010.0 -1750.0 190.0 -2.02 6.69 0.22 0.32799999999999996 0.345 0.025
-1010.0 -1750.0 200.0 -2.06 6.82 0.29 0.336 0.34600000000000003 0.023
-1010.0 -1750.0 210.0 -2.12 6.87 0.33 0.326 0.34299999999999997 0.032
-1010.0 -1750.0 220.0 -2.18 6.83 0.26 0.252 0.35 0.0
-1010.0 -1750.0 270.0 -2.25 6.66 0.63 0.225 0.03 0.032
-1010.0 -1750.0 280.0 -2.44 6.66 0.74 0.225 0.03 0.032
-1010.0 -1750.0 290.0 -2.69 6.62 0.67 0.221 0.032 0.04
-1010.0 -1750.0 300.0 -2.88 6.54 0.59 0.22399999999999998 0.03 0.037000000000000005
-1010.0 -1750.0 310.0 -2.88 6.4 0.48 0.32299999999999995 0.324 0.038
-1010.0 -1750.0 320.0 -2.81 6.22 0.32 0.031 0.369 0.0
-1010.0 -1750.0 330.0 -2.76 6.09 0.14 0.02 0.365 0.025
-1010.0 -1750.0 340.0 -2.72 6.13 -0.02 0.027000000000000003 0.42700000000000005 0.034
-1010.0 -1750.0 350.0 -2.72 6.25 -0.05 0.32899999999999996 0.428 0.035
-1010.0 -1750.0 360.0 -2.82 6.6 -0.02 0.32899999999999996 0.37200000000000005 0.034
-1010.0 -1750.0 370.0 -2.95 7.37 0.01 0.203 0.263 0.149
-1010.0 -1750.0 380.0 -3.18 8.28 0.06 0.327 0.36700000000000005 0.045
-1010.0 -1750.0 390.0 -3.5 8.84 0.16 0.163 0.131 0.16399999999999998
-1010.0 -1750.0 400.0 -3.81 8.27 0.34 0.275 0.091 0.114
-1010.0 -1750.0 410.0 -4.13 7.41 0.48 0.275 0.132 0.114
-1010.0 -1750.0 420.0 -4.34 6.94 0.57 0.091 0.091 0.114
-1010.0 -1750.0 430.0 -4.44 6.68 0.63 0.033 0.083 0.016
-1010.0 -1750.0 440.0 -4.53 6.52 0.63 0.152 0.114 0.0
-1010.0 -1750.0 450.0 -4.67 6.51 0.48 0.239 0.087 0.01
-1010.0 -1750.0 460.0 -4.9 6.49 0.32 0.247 0.094 0.0
-1010.0 -1750.0 470.0 -5.11 6.42 0.14 0.34 0.07 0.024
